id,regionname,countryname,prodline,lendinginstr,productlinetype,status,project_name,boardapprovaldate,totalamt,countryname2
P000924,Africa,Republic of Ghana,PE,Sector Investment and Maintenance Loan,L,Closed,Community Water and Sanitation Project,1994,21960000,Ghana
P002963,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Sexually Transmitted Infections Project,1994,50000000,Uganda
P003998,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,SURABAYA URBAN DEVELOPMENT PROJECT,1994,175000000,Indonesia
P001804,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Roads and Coastal Shipping Project (02),1994,188000000,Mozambique
P001353,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Closed,Micro and Small Enterprise Training and Technology Project,1994,21800000,Kenya
P010456,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Social Action Program Project,1994,200000000,Pakistan
P034162,South Asia,Republic of India,PE,Emergency Recovery Loan,L,Closed,Maharashtra Emergency Earthquake Rehabilitation Project,1994,246000000,India
P009964,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Haryana Water Resources Consolidation Project,1994,258000000,India
P003952,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Skills Development Project,1994,27700000,Indonesia
P002923,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Transport Rehabilitation Project,1994,75000000,Uganda
P010453,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Balochistan Natural Resource Management Project,1994,14700000,Pakistan
P002957,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Small Towns Water and Sanitation Project,1994,42300000,Uganda
P035590,Africa,Republic of Mali,PE,Structural Adjustment Loan,L,Closed,Economic Recovery Credit Project,1994,25000000,Mali
P035592,Africa,Republic of Senegal,PE,Structural Adjustment Loan,L,Closed,Economic Recovery Credit Project,1994,25000000,Senegal
P008045,Latin America and Caribbean,Republic of Peru,PE,Sector Investment and Maintenance Loan,L,Closed,Transport Rehabilitation Project,1994,150000000,Peru
P003222,Africa,Republic of Zambia,PE,Structural Adjustment Loan,L,Closed,Economic and Social Adjustment Credit Project,1994,150000000,Zambia
P003945,East Asia and Pacific,Republic of Indonesia,PE,Sector Investment and Maintenance Loan,L,Closed,ID-2nd Highway Sector Investment Project,1994,350000000,Indonesia
P010448,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Forestry Research Education and Extension Project,1994,47000000,India
P010449,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,ANDHRA PRADESH FORESTRY,1994,77400000,India
P009509,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,L,Closed,Jamuna Bridge,1994,200000000,Bangladesh
P009553,South Asia,People's Republic of Bangladesh,PE,Sector Adjustment Loan,L,Closed,Jute Sector Adjustment Credit,1994,247000000,Bangladesh
P005911,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Education Sector Investment Project,1994,33000000,Yemen
P000936,Africa,Republic of Ghana,PE,Sector Investment and Maintenance Loan,L,Closed,Local Government Development Project,1994,38500000,Ghana
P008048,Latin America and Caribbean,Republic of Peru,PE,Specific Investment Loan,L,Closed,Basic Health & Nutrition Project,1994,34000000,Peru
P003309,Africa,Republic of Zimbabwe,PE,Specific Investment Loan,L,Closed,Power Project (03),1994,90000000,Zimbabwe
P035578,Africa,Republic of Ghana,PE,Sector Adjustment Loan,L,Closed,AGRIC SECTOR,1994,5700000,Ghana
P035579,Africa,Republic of Kenya,PE,Sector Adjustment Loan,L,Closed,EDUCATION SECTOR ADJ CREDIT,1994,42200000,Kenya
P035580,Africa,Republic of Malawi,PE,Structural Adjustment Loan,L,Closed,ENTREPRENEUR DEVT DROUGHT,1994,4300000,Malawi
P035582,Africa,Republic of Senegal,PE,Sector Adjustment Loan,L,Closed,TRANSPORT SECTOR SECAL,1994,3700000,Senegal
P035584,Africa,Republic of Uganda,PE,Sector Adjustment Loan,L,Closed,FINANCE SECTOR ADJUSTMENT,1994,1100000,Uganda
P035585,Africa,Republic of Zambia,PE,Sector Adjustment Loan,L,Closed,PRIVATIZATION/IND.,1994,16800000,Zambia
P035712,Latin America and Caribbean,Republic of Honduras,PE,Sector Adjustment Loan,L,Closed,AG SEC CRD SUPLM (IDA REFLOW),1994,27900000,Honduras
P006868,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,L,Closed,Natural Resource Management Program,1993,39000000,Colombia
P006866,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,L,Closed,Secondary Education Project,1993,90000000,Colombia
P001751,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,National Agricultural Research Project,1993,20000000,Mali
P010452,South Asia,Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,L,Closed,Sindh Special Development Project,1993,46800000,Pakistan
P008062,Latin America and Caribbean,Republic of Peru,PE,Sector Investment and Maintenance Loan,L,Closed,Social Development and Compensation Fund Project,1993,100000000,Peru
P000961,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,Agricultural Sector Investment Project,1993,21500000,Ghana
P006889,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,L,Closed,Public  Financial Management Project,1993,30000000,Colombia
P003985,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,National Watershed Management and Conservation Project,1993,56500000,Indonesia
P002243,Africa,Republic of Rwanda,PE,Specific Investment Loan,L,Closed,Agricultural Research Project (02),1993,15000000,Rwanda
P010447,South Asia,Islamic Republic of Pakistan,PE,Structural Adjustment Loan,L,Closed,Public Sector Adjustment Loan / Credit Project,1993,250000000,Pakistan
P007165,Latin America and Caribbean,Republic of El Salvador,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Loan Project (02),1993,50000000,El Salvador
P007175,Latin America and Caribbean,Republic of El Salvador,PE,Technical Assistance Loan,L,Closed,Technical Assistance Loan Project,1993,2500000,El Salvador
P002262,Africa,Republic of Rwanda,PE,Specific Investment Loan,L,Closed,Private Sector Development Project,1993,12000000,Rwanda
P029712,Africa,Republic of Zambia,PE,Sector Adjustment Loan,L,Closed,PRIVATIZATION II,1993,10000000,Zambia
P007377,Latin America and Caribbean,Republic of Honduras,PE,Sector Adjustment Loan,L,Closed,Agricultural Sector Adjustment Credit Project,1993,60000000,Honduras
P008610,Europe and Central Asia,Republic of Poland,PE,Specific Investment Loan,L,Closed,Forestry Development Support Project,1993,146000000,Poland
P003258,Africa,Republic of Zambia,PE,Specific Investment Loan,L,Closed,Financial and Legal Management Upgrading Project (FILMUP),1993,18000000,Zambia
P003322,Africa,Republic of Zimbabwe,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Credit (SAC) Project (02),1993,125000000,Zimbabwe
P001791,Africa,Republic of Mozambique,PE,Sector Investment and Maintenance Loan,L,Closed,Local Government Reform and Engineering Project,1993,23200000,Mozambique
P010423,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,NTPC Power Generation Project,1993,400000000,India
P010424,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,National Leprosy Elimination Project,1993,85000000,India
P003226,Africa,Republic of Zambia,PE,Sector Adjustment Loan,L,Closed,Privatization and Industrial Reform Credit Project (02),1993,100000000,Zambia
P009907,South Asia,Republic of India,PE,Sector Adjustment Loan,L,Closed,External Sector and Investment Liberalization Program Project,1993,300000000,India
P010422,South Asia,Republic of India,PE,Technical Assistance Loan,L,Closed,Technical Assistance (Private Power Development) Project,1993,20000000,India
P005910,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Family Health Project,1993,26600000,Yemen
P003990,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Water Supply and Sanitation for Low Income Communities Project,1993,80000000,Indonesia
P003246,Africa,Republic of Zambia,PE,Technical Assistance Loan,L,Closed,Transport Engineering and Technical Assistance Project,1993,8500000,Zambia
P003333,Africa,Republic of Zimbabwe,PE,Specific Investment Loan,L,Closed,Sexually Transmitted Infections (STI) Prevention and Care,1993,64500000,Zimbabwe
P001660,Africa,Republic of Malawi,PE,Specific Investment Loan,L,Closed,Agricultural Services,1993,45800000,Malawi
P001677,Africa,Republic of Malawi,PE,Specific Investment Loan,L,Closed,Rural Financial Services Project,1993,25000000,Malawi
P010421,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Northern Resource Management Project,1993,28800000,Pakistan
P009955,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,UTTAR PRADESH BASIC EDUCATION,1993,165000000,India
P009961,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Uttar Pradesh Sodic Lands Reclamation Project,1993,54700000,India
P000964,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,PRIMARY SCHOOL DEVELOPMENT,1993,65100000,Ghana
P006854,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,L,Closed,Municipal Health Services Project,1993,50000000,Colombia
P009106,Europe and Central Asia,Ukraine,PE,Technical Assistance Loan,L,Closed,Institution Building Project,1993,27000000,Ukraine
P008059,Latin America and Caribbean,Republic of Peru,PE,Technical Assistance Loan,L,Closed,Energy and Mining Technical Assistance Project,1993,11800000,Peru
P006870,Latin America and Caribbean,Republic of Colombia,PE,Financial Intermediary Loan,L,Closed,Export Development Project,1993,50000000,Colombia
P000920,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,Private Enterprise and Export Development Project,1993,41000000,Ghana
P000956,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,Urban Transport Project,1993,76200000,Ghana
P002962,Africa,Republic of Uganda,PE,Sector Adjustment Loan,L,Closed,Financial Sector Adjustment Credit (FSAC) Project,1993,100000000,Uganda
P002953,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Primary Education and Teacher Development Project,1993,52600000,Uganda
P004007,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Cirata Hydroelectric Phase (02) Project,1993,104000000,Indonesia
P008583,Europe and Central Asia,Republic of Poland,PE,Sector Adjustment Loan,L,Closed,Agriculture Sector Adjustment Loan (ASAL),1993,300000000,Poland
P008589,Europe and Central Asia,Republic of Poland,PE,Structural Adjustment Loan,L,Closed,Enterprise & Financial Sector Adjustment Loan (EFSAL),1993,450000000,Poland
P009103,Europe and Central Asia,Ukraine,GE,Specific Investment Loan,L,Closed,Transcarpathian Biodiversity Protection GEF Project,1993,0,Ukraine
P001801,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Food Security Capacity Building Project,1993,6300000,Mozambique
P010418,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Karnataka Rural Water Supply and Environmental Sanitation Project,1993,92000000,India
P008047,Latin America and Caribbean,Republic of Peru,PE,Sector Adjustment Loan,L,Closed,Privatization Adjustment Loan ,1993,250000000,Peru
P010417,South Asia,Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,L,Closed,Balochistan Primary Education Project,1993,106000000,Pakistan
P003999,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Groundwater Development Project,1993,54000000,Indonesia
P004018,East Asia and Pacific,Republic of Indonesia,PE,Emergency Recovery Loan,L,Closed,Flores Earthquake Reconstruction Project,1993,42100000,Indonesia
P001796,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Rural Rehabilitation Project,1993,20000000,Mozambique
P004009,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Integrated Pest Management Training Project,1993,32000000,Indonesia
P010416,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Powergrid System Development Project,1993,350000000,India
P004006,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Eastern Indonesia Kabupaten Roads Project,1993,155000000,Indonesia
P006875,Latin America and Caribbean,Republic of Colombia,PE,Financial Intermediary Loan,L,Closed,Agricultural Sector Credit Project,1993,250000000,Colombia
P002357,Africa,Republic of Senegal,PE,Specific Investment Loan,L,Closed,Human Resources Development Project (02),1993,40000000,Senegal
P007167,Latin America and Caribbean,Republic of El Salvador,PE,Specific Investment Loan,L,Closed,AGRICULTURAL SECTOR REFORM AND INVESTMENT PROJECT,1993,40000000,El Salvador
P009555,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,L,Closed,Female Secondary School Assistance Project,1993,68000000,Bangladesh
P009977,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Integrated Child Development Services Project (02),1993,194000000,India
P008599,Europe and Central Asia,Republic of Poland,PE,Specific Investment Loan,L,Closed,Roads Project,1993,150000000,Poland
P010415,South Asia,Islamic Republic of Pakistan,PE,Emergency Recovery Loan,L,Closed,1992 Flood Damage Restoration Project,1993,100000000,Pakistan
P000953,Africa,Republic of Ghana,PE,Sector Investment and Maintenance Loan,L,Closed,National Electrification Project,1993,80000000,Ghana
P010414,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Family Health Project (02),1993,48000000,Pakistan
P001369,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Closed,Emergency Drought Recovery Project (EDRP),1993,20000000,Kenya
P007388,Latin America and Caribbean,Republic of Honduras,PE,Specific Investment Loan,L,Closed,Transport Sector Rehabilitation Project,1993,65000000,Honduras
P002241,Africa,Republic of Rwanda,PE,Specific Investment Loan,L,Closed,Rwanda Energy Sector Rehabilitation and Urban Waste Management,1993,26000000,Rwanda
P010413,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,2nd Karachi Water Supply,1993,91900000,Pakistan
P001802,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Maputo Corridor Revitalization Technical Assistance Project,1993,9300000,Mozambique
P007392,Latin America and Caribbean,Republic of Honduras,PE,Specific Investment Loan,L,Closed,Nutrition and Health Project,1993,25000000,Honduras
P003259,Africa,Republic of Zambia,PE,Sector Adjustment Loan,L,Closed,PRIVATIZATION,1992,20900000,Zambia
P001681,Africa,Republic of Malawi,PE,Structural Adjustment Loan,L,Closed,ENTREPRENEUR & DROUGHT,1992,5900000,Malawi
P002996,Africa,Republic of Uganda,PE,Structural Adjustment Loan,L,Closed,SAC I,1992,1400000,Uganda
P009563,South Asia,People's Republic of Bangladesh,PE,Sector Adjustment Loan,L,Closed,IND SECTOR SECAL II/,1992,3500000,Bangladesh
P000965,Africa,Republic of Ghana,PE,Structural Adjustment Loan,L,Closed,PRIV INVEST PROMOTIO,1992,6500000,Ghana
P001372,Africa,Republic of Kenya,PE,Sector Adjustment Loan,L,Closed,EDUC SECTOR ADJ,1992,52100000,Kenya
P007395,Latin America and Caribbean,Republic of Honduras,PE,Sector Adjustment Loan,L,Closed,ENERGY SCTR ADJ (REF2),1992,33100000,Honduras
P003914,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,THIRD COMMUNITY HEALTH AND NUTRITION PROJECT,1992,93500000,Indonesia
P008061,Latin America and Caribbean,Republic of Peru,PE,Structural Adjustment Loan,L,Closed,SAL,1992,150000000,Peru
P009987,South Asia,Republic of India,PE,Sector Adjustment Loan,L,Closed,Social Safety Net Sector Adjustment Program Project,1992,500000000,India
P010410,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Renewable Resources Development Project,1992,190000000,India
P010411,South Asia,Republic of India,PE,Technical Assistance Loan,L,Closed,Jharia Mine Fire Control Technical Assistance Project,1992,12000000,India
P002938,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Agricultural Research and Training Project (ARTP),1992,25040000,Uganda
P001342,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Closed,Agricultural Sector Management Project (02),1992,19400000,Kenya
P008058,Latin America and Caribbean,Republic of Peru,PE,Technical Assistance Loan,L,Closed,Privatization Technical Assistance Project,1992,30000000,Peru
P000930,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,National Livestock Services Project,1992,22500000,Ghana
P001348,Africa,Republic of Kenya,PE,Technical Assistance Loan,L,Closed,Parastatal Reform and Privatisation TA Credit Project,1992,23320000,Kenya
P002892,Africa,Republic of Uganda,DR,,L,Closed,DEBT BUY-BACK,1992,0,Uganda
P009583,South Asia,Republic of India,GE,Specific Investment Loan,L,Closed,ALTERNATE ENERGY,1992,0,India
P007210,Latin America and Caribbean,Republic of Guatemala,PE,Structural Adjustment Loan,L,Closed,Economic Modernization Loan Project,1992,120000000,Guatemala
P007220,Latin America and Caribbean,Republic of Guatemala,PE,Sector Investment and Maintenance Loan,L,Closed,Social Investment Fund Project,1992,20000000,Guatemala
P001797,Africa,Republic of Mozambique,PE,Specific Investment Loan,L,Closed,Capacity Buiding: Human Resources Development Project,1992,48600000,Mozambique
P001810,Africa,Republic of Mozambique,PE,Technical Assistance Loan,L,Closed,Capacity Building: Public Sector and Legal Institutions Development Project,1992,15500000,Mozambique
P010408,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Bihar Plateau Development Project,1992,117000000,India
P001747,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,Private Sector Assistance (PSA) Project,1992,12000000,Mali
P010407,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Agricultural Development Project - Rajasthan,1992,106000000,India
P003970,East Asia and Pacific,Republic of Indonesia,PE,Financial Intermediary Loan,L,Closed,Financial Sector Development Project,1992,307000000,Indonesia
P003200,Africa,Republic of Zambia,PE,Specific Investment Loan,L,Closed,Education Rehabilitation Project,1992,32000000,Zambia
P009513,South Asia,People's Republic of Bangladesh,PE,Sector Adjustment Loan,L,Closed,Industrial Sector Adjustment Credit Project (02),1992,100000000,Bangladesh
P000933,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,TERTIARY EDUCATION,1992,45000000,Ghana
P000942,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,Environmental Resource Management Project,1992,18100000,Ghana
P002991,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Agricultural Extension,1992,15800000,Uganda
P003221,Africa,Republic of Zambia,PE,Sector Investment and Maintenance Loan,L,Closed,Agricultural Marketing and Processing Infrastructure Project,1992,33000000,Zambia
P000833,Africa,Republic of Ghana,GE,Specific Investment Loan,L,Closed,Ghana:COASTAL WETLANDS MANAGEMENT,1992,0,Ghana
P002975,Africa,Republic of Uganda,PE,Technical Assistance Loan,L,Closed,Economic and Financial Management Project,1992,29000000,Uganda
P007374,Latin America and Caribbean,Republic of Honduras,PE,Emergency Recovery Loan,L,Closed,Morazan Dam Emergency Project,1992,12000000,Honduras
P005904,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Basic Education Project,1992,19700000,Yemen
P009959,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Rubber Project,1992,92000000,India
P010405,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Fordwah Eastern Sadiqia (South) Irrigation and Drainage Project,1992,54200000,Pakistan
P003237,Africa,Republic of Zambia,PE,Sector Adjustment Loan,L,Closed,Privatization and Industrial Reform Adjustment Credit Project,1992,200000000,Zambia
P003251,Africa,Republic of Zambia,PE,Technical Assistance Loan,L,Closed,Privatization and Industrial Reform Technical Assistance Project,1992,10000000,Zambia
P010401,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Domestic Energy Resources Development Project,1992,180000000,Pakistan
P003916,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,SURALAYA THERMAL POWER,1992,423600000,Indonesia
P010400,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Maharashtra Power Project (02),1992,350000000,India
P008590,Europe and Central Asia,Republic of Poland,PE,Sector Investment and Maintenance Loan,L,Closed,Housing Project,1992,200000000,Poland
P007394,Latin America and Caribbean,Republic of Honduras,PE,Specific Investment Loan,L,Closed,Social Investment Fund Project (02),1992,10200000,Honduras
P003330,Africa,Republic of Zimbabwe,PE,Emergency Recovery Loan,L,Closed,Emergency Drought Recovery and Mitigation Project,1992,150000000,Zimbabwe
P003969,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Primary School Teacher Development Project,1992,36600000,Indonesia
P001640,Africa,Republic of Malawi,PE,Structural Adjustment Loan,L,Closed,Entrepreneurship Development and Drought Recovery Program (EDDRP) Project,1992,120000000,Malawi
P009470,South Asia,People's Republic of Bangladesh,PE,Specific Investment Loan,L,Closed,Forest Resources Management Project,1992,49600000,Bangladesh
P009559,South Asia,People's Republic of Bangladesh,PE,Technical Assistance Loan,L,Closed,Technical Assistance Project (06),1992,25000000,Bangladesh
P009963,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Family Welfare (Urban Slums) Project,1992,79000000,India
P001662,Africa,Republic of Malawi,PE,Specific Investment Loan,L,Closed,Power Project (05),1992,55000000,Malawi
P001756,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,Mining Sector Capacity Building Project,1992,6000000,Mali
P002261,Africa,Republic of Rwanda,PE,Specific Investment Loan,L,Closed,Food Security and Social Action Project,1992,19100000,Rwanda
P003949,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Kabupaten Roads Development Project (03),1992,215000000,Indonesia
P008050,Latin America and Caribbean,Republic of Peru,PE,Sector Adjustment Loan,L,Closed,Financial Sector Adjustment Loan Project,1992,400000000,Peru
P001775,Africa,Republic of Mozambique,PE,Structural Adjustment Loan,L,Closed,Economic Recovery Credit Project,1992,180000000,Mozambique
P010399,South Asia,Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,L,Closed,Environmental Protection and Resource Conservation Project,1992,29200000,Pakistan
P001636,Africa,Republic of Malawi,PE,Specific Investment Loan,L,Closed,Local Government Development Project,1992,24000000,Malawi
P001790,Africa,Republic of Mozambique,PE,Technical Assistance Loan,L,Closed,FIRST ROADS AND COASTAL SHIPPING,1992,74300000,Mozambique
P003997,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Telecommunications Project (04),1992,375000000,Indonesia
P005836,Middle East and North Africa,Republic of Yemen,PE,Specific Investment Loan,L,Closed,Land & Water Conservation Project,1992,32800000,Yemen
P001745,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,Natural Resource Management Project,1992,20400000,Mali
P001752,Africa,Republic of Mali,PE,Specific Investment Loan,L,Closed,Public Works and Capacity Building Project,1992,20000000,Mali
P002371,Africa,Republic of Senegal,PE,Specific Investment Loan,L,Closed,Public Works and Employment Project (02),1992,39000000,Senegal
P003256,Africa,Republic of Zambia,PE,Structural Adjustment Loan,L,Closed,ECONOMIC RECOVERY CREDIT,1992,10000000,Zambia
P009946,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,National Highway Project (02),1992,306000000,India
P008584,Europe and Central Asia,Republic of Poland,PE,Financial Intermediary Loan,L,Closed,Private Enterprise Development Project,1992,60000000,Poland
P008587,Europe and Central Asia,Republic of Poland,PE,Specific Investment Loan,L,Closed,Health Services Development Project,1992,130000000,Poland
P002981,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Northern Reconstruction,1992,71200000,Uganda
P009464,South Asia,People's Republic of Bangladesh,PE,Structural Adjustment Loan,L,Closed,Public Resource Management Adjustment Credit Project,1992,150000000,Bangladesh
P003860,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Tree Crop Smallholder Development Project (TCSDP),1992,87600000,Indonesia
P002374,Africa,Republic of Senegal,PE,Structural Adjustment Loan,L,Closed,SAL IV,1992,4700000,Senegal
P010394,South Asia,Islamic Republic of Pakistan,PE,Specific Investment Loan,L,Closed,Punjab Middle Schooling Project,1992,115000000,Pakistan
P010393,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,National Aids Control Project,1992,84000000,India
P004012,East Asia and Pacific,Republic of Indonesia,PE,Technical Assistance Loan,L,Closed,BAPEDAL Development Technical Assistance Project,1992,12000000,Indonesia
P006873,Latin America and Caribbean,Republic of Colombia,PE,Sector Investment and Maintenance Loan,L,Closed,National Roads Sector Project (03),1992,266000000,Colombia
P000914,Africa,Republic of Ghana,PE,Sector Adjustment Loan,L,Closed,AGRIC SECAL,1992,80000000,Ghana
P000917,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,ADULT LITERACY,1992,17400000,Ghana
P000931,Africa,Republic of Ghana,PE,Specific Investment Loan,L,Closed,National Agricultural Extension Project,1992,30400000,Ghana
P008034,Latin America and Caribbean,Republic of Peru,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Loan Project,1992,300000000,Peru
P006874,Latin America and Caribbean,Republic of Colombia,PE,Specific Investment Loan,L,Closed,Instituto de Fomento Industrial Restructuring and Divestiture Project,1992,100000000,Colombia
P003940,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Primary Education Quality Improvement Project,1992,37000000,Indonesia
P010391,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,West Bengal Forestry Project,1992,34000000,India
P009454,South Asia,People's Republic of Bangladesh,PE,Financial Intermediary Loan,L,Closed,Private Sector Industrial Credit Project,1992,25500000,Bangladesh
P001781,Africa,Republic of Mozambique,PE,Sector Investment and Maintenance Loan,L,Closed,Agricultural Services Rehabilitation and Development Project (ASRDP),1992,35000000,Mozambique
P001345,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Closed,Protected Areas and Wildlife Services Project,1992,60500000,Kenya
P001361,Africa,Republic of Kenya,PE,Specific Investment Loan,L,Closed,Mombasa and Coastal Water Supply Engineering and Rehabilitation,1992,43200000,Kenya
P008046,Latin America and Caribbean,Republic of Peru,PE,Sector Adjustment Loan,L,Closed,Trade Policy Reform Loan Project,1992,300000000,Peru
P009888,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Power Utilities Efficiency Improvement Project,1992,265000000,India
P003313,Africa,Republic of Zimbabwe,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Credit Project,1992,175000000,Zimbabwe
P009921,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Shrimp and Fish Culture Project,1992,85000000,India
P010390,South Asia,Republic of India,PE,Specific Investment Loan,L,Closed,Maharashtra Forestry Project,1992,124000000,India
P003966,East Asia and Pacific,Republic of Indonesia,PE,Specific Investment Loan,L,Closed,Nonformal Education Project (03),1991,69500000,Indonesia
P000911,Africa,Republic of Ghana,PE,Sector Adjustment Loan,L,Closed,Financial Sector Adjustment Credit Project (02) (FINSAC 02),1991,100000000,Ghana
P000934,Africa,Republic of Ghana,PE,Sector Investment and Maintenance Loan,L,Closed,National Feeder Roads Rehabilitation and Maintenance Project,1991,55000000,Ghana
P010389,South Asia,Republic of India,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Loan and Credit Project,1991,500000000,India
P002947,Africa,Republic of Uganda,PE,Structural Adjustment Loan,L,Closed,Structural Adjustment Credit Project (01),1991,125000000,Uganda
P002968,Africa,Republic of Uganda,PE,Specific Investment Loan,L,Closed,Enterprise Development Project,1991,65600000,Uganda
P001678,Africa,Republic of Malawi,PE,Sector Adjustment Loan,L,Closed,AGRIC SECTOR ADJ,1991,5200000,Malawi
P002990,Africa,Republic of Uganda,PE,Structural Adjustment Loan,L,Closed,ECON RECOVERY II,1991,1600000,Uganda
P009561,South Asia,People's Republic of Bangladesh,PE,Sector Adjustment Loan,L,Closed,FINAN SECTOR ADJ SUP,1991,2900000,Bangladesh
P000959,Africa,Republic of Ghana,PE,Structural Adjustment Loan,L,Closed,PRIVATE INVESTMENT,1991,6100000,Ghana
P001365,Africa,Republic of Kenya,PE,Sector Adjustment Loan,L,Closed,EXPORT DEVELOPMENT,1991,49200000,Kenya
